IconLabel,SemanticType,Category
physio_therapist_1a,person,entity
physio_therapist_1b,person,entity
physio_therapist_2a,person,entity
physio_therapist_2b,person,entity
piano,object,entity
"pick_,_to",,other
pick_and_mix,object,entity
"pick_up_,_to",,other
picnic,activity,action
picture,object,entity
picture_frame,object,entity
pie,food,entity
pie_apple,,other
pie_chart,object,entity
pie_cherry,food,entity
pie_meat,food,entity
piglet,animal,entity
pilot_1a,person,entity
pilot_1b,person,entity
pilot_2a,person,entity
pilot_2b,person,entity
pine_cone,entity,entity
pine_nut,object,entity
pineapple,object,entity
pineapple_juice,drink,entity
pink,quality,attribute
pink_bright,quality,attribute
pink_pale,quality,attribute
pint,quantity,attribute
pint_half,object,entity
pistachios,entity,entity
pizza,food,entity
pizza_2,food,entity
pizza_cutter,,other
place_mat,object,entity
place_setting,place,entity
plane,entity,entity
plane_landing,action,action
plane_take_off,action,action
planets,object,entity
plant,object,entity
"plant_,_to",,other
plaster,object,entity
plastic,,other
plastic_bag,object,entity
plastic_pocket,,other
plate,object,entity
plate_guard,object,entity
plate_lipped,entity,entity
"play_,_to",,other
play_area,entity,entity
playdough,food,entity
playing_card_picture,,other
playing_cards,object,entity
playing_cards_clubs,object,entity
playing_cards_diamonds,object,entity
playing_cards_hearts,entity,entity
playing_cards_patience,activity,action
playing_cards_spades,object,entity
playstation,object,entity
pliers,tool,entity
"plough_,_to",,other
"pluck_,_to",,other
plug_2,object,entity
plum,object,entity
plum_tomato,food,entity
pocket,entity,entity
"point_,_to",,other
pointed,quality,attribute
polar_bear,entity,entity
police_1a,entity,entity
police_1b,person,entity
police_car,object,entity
police_helmet,entity,entity
police_radio,object,entity
"polish_nails_,_to",,other
pond,place,entity
pool_hoist,object,entity
pool_snooker,action,action
"pop_champagne_cork_,_to",action,action
pop_socks,entity,entity
poppadoms,food,entity
porcupine,entity,entity
pork_chop,food,entity
porridge,food,entity
porter_hospital_1a,person,entity
porter_hospital_1b,person,entity
porter_hospital_2a,person,entity
porter_hospital_2b,entity,entity
post-it,object,entity
"post_letter_,_to",,other
post_person_1a,noun,entity
post_person_1b,person,entity
post_person_2a,person,entity
post_person_2b,entity,entity
post_van,entity,entity
pot,object,entity
pot_noodle,food,entity
potato,food,entity
potted_plant,object,entity
pottery,object,entity
potty_chair,object,entity
poultry,entity,entity
"pour_,_to",,other
"pour_cake_mixture_,_to",,other
"pour_custard_,_to",action,action
powder_puff,object,entity
power_switch,action,action
prawn,entity,entity
"pray_,_to",,other
"pray_2_,_to",action,action
prayer,action,action
present,object,entity
"press_button_,_to",,other
pretty,quality,attribute
pretzel,food,entity
prickles,entity,entity
print,action,action
print_preview,object,entity
printer,object,entity
prism_hexagonal,object,entity
prism_triangular,object,entity
"prop_up_,_to",,other
"protect_,_to",,other
protein,entity,entity
puffin,entity,entity
"pull_,_to",,other
"pull_2_,_to",action,action
pull_along_toy,object,entity
pumice_stone,object,entity
pumpkin,object,entity
pumpkin_lantern,object,entity
pumpkin_pie,food,entity
pupil,body,entity
puppet,entity,entity
pureed_food,food,entity
pureed_food_2,,other
purple,quality,attribute
purse,entity,entity
"push_,_to",,other
"push_2_,_to",,other
"push_down_,_to",,other
"put_,_to",,other
"put_away_,_to",,other
"put_in_,_to",action,action
"put_in_bin_,_to",action,action
"put_in_cassette_tape_,_to",action,action
"put_in_cd_dvd_,_to",action,action
"put_in_contact_lens_,_to",,other
"put_on_cap_,_to",,other
"put_on_coat_,_to",,other
"put_on_helmet_,_to",,other
"put_on_lid_,_to",action,action
"put_out_rubbish_,_to",,other
pyjamas,entity,entity
pyramid_square_base,object,entity
pyramid_triangular_base,abstract,attribute
q_-_lower_case,emission,action
quadrilateral,entity,entity
quail,entity,entity
quarter,quantity,attribute
"queue_,_to",,other
quiche_flan,object,entity
quiet,quality,attribute
r_-_lower_case,quality,attribute
rabbit,entity,entity
rabbit_hutch,object,entity
race_athletics,action,action
radish,food,entity
rain,quality,attribute
rainbow,object,entity
raincoat,object,entity
"raise_feet_,_to",,other
"raise_head_,_to",,other
raisin,food,entity
raisin_currants,food,entity
rake,object,entity
"rake_2_,_to",,other
ram,entity,entity
ramp,place,entity
rash,quality,attribute
rat,animal,entity
rattle_snake,entity,entity
ravioli,object,entity
razor,object,entity
razor_electric,entity,entity
"reach_for_,_to",action,action
"read_,_to",,other
"read_2_,_to",action,action
"read_3_,_to",action,action
"read_book_,_to",,other
ready,quality,attribute
ready_2,quality,attribute
ready_meal,action,action
ready_meal_lamb,object,entity
"receive_,_to",,other
"receive_email_,_to",,other
recipe,noun,entity
rectangle,,other
recycle_bin,object,entity
recycle_logo,action,action
recycling_bins,object,entity
red,quality,attribute
"refridgerate_,_to",,other
refuse_collector_1a,action,action
refuse_collector_1b,person,entity
refuse_collector_2a,entity,entity
refuse_collector_2b,entity,entity
refuse_lorry,object,entity
reindeer,entity,entity
"relax_,_to",,other
"relax_2_,_to",emotion,function
"relax_3_,_to",action,action
remote_control,object,entity
"remove_,_to",action,action
"rest_,_to",,other
"retire_,_to",,other
retired,quality,attribute
"return_,_to",,other
"return_book_,_to",,other
rewind,action,action
rhinoceros,animal,entity
rhombus,,other
rhubarb,food,entity
ribbon,object,entity
rice,food,entity
rice_cake,food,entity
rice_packet,object,entity
"ride_car_,_to",action,action
"ride_horse_,_to",action,action
riding_hat,body,entity
rifle,object,entity
right,quality,attribute
right_click,action,action
right_hand,action,action
ring,entity,entity
"ring_bell_,_to",action,action
ring_binder,object,entity
"ring_doorbell_,_to",,other
"rinse_,_to",,other
risen,,other
road,location,function
roast_dinner,object,entity
robin,animal,entity
"rock_chair_,_to",entity,entity
rocket,object,entity
rocket_2,entity,entity
rocking_chair,,other
"roll_dice_,_to",,other
roll_on_deodorant,object,entity
"roll_over_,_to",,other
"roll_pastry_,_to",action,action
roller_blind,object,entity
roller_coaster,object,entity
"rollerskate_,_to",,other
rolling_pin,object,entity
roman_blind,object,entity
room,entity,entity
roots,object,entity
rose,entity,entity
rosette,object,entity
rotary_washing_line,,other
rowing_boat,object,entity
"rub_,_to",,other
rug,object,entity
rugby_ball,,other
"run_,_to",,other
s_-_lower_case,entity,entity
sack,object,entity
sad_lady,object,entity
sad_man,emotion,function
saddle,object,entity
saddle_2,object,entity
safety_goggles,object,entity
safety_pin,object,entity
sailor_1a,person,entity
sailor_1b,entity,entity
salad,food,entity
salad_packet,object,entity
salad_plate,object,entity
salami_sausage,food,entity
salt,quality,attribute
"salt_,_to",,other
salty,quality,attribute
same,quality,attribute
sand_pit,place,entity
sandals,object,entity
sandpaper,object,entity
sandwich,food,entity
sandwich_cheese,food,entity
sandwich_chicken,food,entity
sandwich_ham,food,entity
sandwich_sausage,food,entity
sandwich_toasted,food,entity
sanitary_towel,body,entity
satellite,object,entity
satsuma,,other
sauce_apple,object,entity
sauce_brown,food,entity
sauce_cranberry,,other
sauce_tomato,food,entity
saucepan,,other
saucer,entity,entity
sausage_and_mash,food,entity
sausage_cumberland,entity,entity
sausage_roll,food,entity
sausage_roll_small,object,entity
sausages,,other
sausages_2,,other
save,action,action
saw,action,action
scales,action,action
scales_2,object,entity
scales_fish,quality,attribute
scanning,action,action
scar,body,entity
scarecrow,object,entity
scarf,material,entity
scary,emotion,function
school,entity,entity
school_1,entity,entity
school_bag,object,entity
science,action,action
science_class,object,entity
science_room,entity,entity
scissors,tool,entity
scoop,object,entity
"scoop_,_to",,other
"score_goal_,_to",action,action
screw,object,entity
screwdriver,object,entity
"scrub_,_to",,other
scrubbing_brush,entity,entity
seagull,entity,entity
seahorse,entity,entity
seal,entity,entity
"seal_envelope_,_to",action,action
seat_belt,object,entity
second,quantity,attribute
second_3,action,action
secretary_1a,person,entity
secretary_1b,person,entity
secretary_2a,person,entity
secretary_2b,entity,entity
see_saw,object,entity
seedling,body,entity
seeds,entity,entity
seizure,event,action
senses,quality,attribute
sensory_room,place,entity
sensory_tube,object,entity
"separate_,_to",,other
serene_lady,,other
serene_man,emotion,function
"serve_,_to",,other
"serve_2_,_to",,other
serviette,,other
"set_table_,_to",action,action
"set_the_table_,_to",action,action
"set_timer_,_to",,other
settee_1,entity,entity
settee_2,entity,entity
seven,quantity,attribute
seven_dots,action,action
seventeen,quantity,attribute
seventy,quantity,attribute
seventy_five_percent,quantity,attribute
"sew_,_to",,other
"shake_,_to",,other
"shake_hands_,_to",,other
"shake_something_,_to",action,action
shallow,quality,attribute
shampoo,object,entity
"shampoo_animal_,_to",,other
"shampoo_hair_,_to",action,action
shape_puzzle,action,action
shapes,object,entity
shapesorter,entity,entity
"share_,_to",,other
sharp,quality,attribute
"sharpen_,_to",,other
"shave_,_to",,other
"shave_underarm_,_to",,other
"shave_with_razor_,_to",action,action
shaving_cream,food,entity
sheep,entity,entity
shells,entity,entity
shepherd_1a,person,entity
shepherd_1b,entity,entity
shin,body,entity
shiny,quality,attribute
shirt,object,entity
shoe_-_ladies,object,entity
shoe_-_mans,,other
"shoot_,_to",,other
shooting_star,object,entity
shop,entity,entity
shop_2,place,entity
short,quality,attribute
short_2,action,action
short_hair,action,action
shorts,entity,entity
shoulder,body part,entity
"shout_,_to",,other
"show_me_,_to",,other
shower,object,entity
"shower_1_,_to",action,action
"shower_2_,_to",,other
shower_cap,object,entity
shower_gel,entity,entity
shrew,entity,entity
shrimp,food,entity
shuttlecock,object,entity
side,location,function
sieve,object,entity
"sieve_,_to",,other
"sign_,_to",,other
signpost,object,entity
signpost_1,object,entity
silence,quality,attribute
simnel_cake,object,entity
"sing_,_to",,other
singer_1a,entity,entity
singer_1b,person,entity
singer_2a,person,entity
singer_2b,person,entity
single_bed,object,entity
sink,object,entity
"sink_,_to",,other
sink_2,place,entity
"sink_2_,_to",,other
sister,person,entity
"sit_,_to",,other
"sit_2_,_to",action,action
"sit_at_computer_,_to",action,action
"sit_at_computer_,_to_2",action,action
"sit_in_beanbag_,_to",,other
"sit_on_floor_,_to",,other
six,quantity,attribute
six_dots,abstract,attribute
sixteen,quantity,attribute
sixty,quantity,attribute
"skate_,_to",,other
skate_park,place,entity
skateboard,object,entity
skeleton,entity,entity
"ski_,_to",,other
"skid_,_to",,other
skin,body,entity
"skip_,_to",,other
skirt,entity,entity
skis,object,entity
skull,entity,entity
skunk,entity,entity
sledge,object,entity
"sleep_female_,_to",action,action
"sleep_male_,_to",action,action
"sleep_on_side_,_to",,other
sleep_suit_baby,entity,entity
sleigh,object,entity
slice,food,entity
slide,object,entity
"slide_,_to",,other
"slide_backwards_,_to",,other
"slide_forwards_,_to",,other
sling,object,entity
slippers,object,entity
slippery,quality,attribute
slug,object,entity
"smear_,_to",,other
"smile_,_to",,other
"smoke_,_to",,other
smooth,action,action
snail,entity,entity
snake,entity,entity
"sneak_,_to",,other
sneering_lady,emotion,function
sneering_man,entity,entity
sneeze_cold,action,action
snow,object,entity
soap,food,entity
socks,object,entity
soft,quality,attribute
soldier_1a,,other
soldier_1b,person,entity
soldier_2a,person,entity
soldier_2b,person,entity
sole,body,entity
some,entity,entity
son,person,entity
"sort_,_to",,other
soup,food,entity
soup_carrot,object,entity
soup_chicken,food,entity
soup_mushroom,food,entity
soup_onion,food,entity
soup_pea,food,entity
soup_tomato,food,entity
soup_vegetable,object,entity
sour,quality,attribute
sour_cream,,other
south,location,function
south_east,entity,entity
south_west,place,entity
space_bar,object,entity
spaceship,object,entity
spade,object,entity
spaghetti,food,entity
spaghetti_bolognaise,entity,entity
sparkler,entity,entity
spatula,object,entity
spatula_2,object,entity
speech_language_therapist_1a,person,entity
speech_language_therapist_1b,person,entity
speech_language_therapist_2a,entity,entity
speech_language_therapist_2b,action,action
"spell_,_to",,other
spicy,quality,attribute
spider,entity,entity
spiders_web,object,entity
"spill_,_to",,other
"spin_,_to",,other
spinach,food,entity
spine,entity,entity
sponge,object,entity
spoon,object,entity
spoon_adapted,object,entity
spot_light,object,entity
spotty,quality,attribute
spotty_2,,other
"spray_,_to",,other
"spread_,_to",,other
spring,time,function
spring_onions,entity,entity
"sprinkle_,_to",,other
square,quality,attribute
square_setsquare,entity,entity
squash,food,entity
"squash_,_to",,other
"squeak_,_to",,other
"squeeze_,_to",,other
squirrel_1a,entity,entity
squirrel_1b,entity,entity
"squirt_,_to",,other
stable,structure,entity
stable_1,,other
stable_2,substance,entity
stag,entity,entity
stairs,object,entity
"stamp_,_to",,other
"stand_,_to",,other
standard_lamp,object,entity
"staple_,_to",,other
stapler,object,entity
star,entity,entity
star_2,entity,entity
star_stacker,object,entity
starfish,entity,entity
steak,object,entity
"steal_,_to",,other
steam_train,action,action
steamer,object,entity
step_brother,relationship,function
step_by_step,action,action
step_dad_parent,person,entity
step_daughter_1,person,entity
step_daughter_2,person,entity
step_mum_parent,entity,entity
step_sister,entity,entity
step_son_1,person,entity
step_son_2,person,entity
stereo,object,entity
stethoscope,object,entity
stick,object,entity
stickers,object,entity
sticky,quality,attribute
sting_bee,animal,entity
"stir_,_to",,other
stir_fry,action,action
"stir_fry_,_to",,other
"stir_mix_,_to",,other
stirrups,entity,entity
stoat,entity,entity
stock,entity,entity
stock_cubes,object,entity
stomach,entity,entity
stomach_1,body,entity
stomach_ache,emotion,function
stone,entity,entity
stool,object,entity
straight,quality,attribute
"strain_,_to",,other
straw,object,entity
strawberry,food,entity
strawberry_jam,food,entity
"stretch_,_to",,other
string,object,entity
striped,quality,attribute
"stroke_,_to",,other
"stroke_2_,_to",action,action
strong,quality,attribute
stubble,quality,attribute
"study_,_to",,other
stuffing,food,entity
subsoil,entity,entity
subtract,action,action
sugar_bowl,object,entity
sugar_brown,food,entity
sugar_white,object,entity
suit_-_ladys,object,entity
suit_-_mans,,other
suitcase_1,object,entity
suitcase_2,entity,entity
sum,mathematics,attribute
summer,time,function
sun,entity,entity
sun_lounger,entity,entity
sunglasses,body,entity
sunscreen,entity,entity
surgery_health_centre,location,function
surprised_lady,entity,entity
surprised_man,emotion,function
swan,animal,entity
sweatshirt,entity,entity
swede,entity,entity
sweet,,other
sweet_2,quality,attribute
sweet_potato,food,entity
sweetcorn,food,entity
"swim_,_to",,other
"swim_2_,_to",action,action
swimming_cap,entity,entity
swimming_class,entity,entity
swimming_costume,entity,entity
swimming_trunks,entity,entity
swing,object,entity
"swing_,_to",,other
swiss_roll,food,entity
switch_access,object,entity
switch_low_profile_1,electronics,entity
switch_low_profile_2,object,entity
switch_low_profile_3,object,entity
switch_mount,object,entity
"switch_on_television_,_to",,other
syringe,object,entity
t-shirt,entity,entity
t_-_lower_case,quality,attribute
table,entity,entity
table_2,entity,entity
table_cloth,object,entity
tablecloth,object,entity
tablet_blister_pack,object,entity
tablets,entity,entity
"take_,_to",,other
"take_a_work_break_,_to",action,action
"take_care_of_,_to",emotion,function
"take_off_cap_,_to",action,action
"take_off_lid_,_to",action,action
"take_out_,_to",action,action
"take_picture_,_to",,other
takeaway_burger,food,entity
takeaway_burger_and_chips,food,entity
takeaway_chinese,action,action
takeaway_container,entity,entity
takeaway_indian,food,entity
takeaway_pizza,object,entity
"talk_1_,_to",action,action
"talk_2_,_to",action,action
"talk_3_,_to",action,action
"talk_4_,_to",action,action
tall,quality,attribute
tampon,,other
tap,object,entity
tape_measure,object,entity
tape_recorder,action,action
tart,food,entity
tartan,object,entity
"taste_,_to",action,action
tattoo,entity,entity
taxi,entity,entity
taxi_driver_1a,person,entity
taxi_driver_1b,person,entity
taxi_driver_1c,person,entity
taxi_driver_1d,entity,entity
taxi_driver_2a,person,entity
taxi_driver_2b,person,entity
taxi_driver_2c,person,entity
taxi_driver_2d,person,entity
tea,drink,entity
tea_bag,object,entity
tea_instant,food,entity
tea_spoon,object,entity
tea_time,time,function
tea_towel,object,entity
teacher_1a,person,entity
teacher_1b,person,entity
teacher_2a,,other
teacher_2b,,other
teapot,object,entity
"tear_,_to",,other
technology,entity,entity
teddy_bear,entity,entity
teeth,entity,entity
teeth_2,,other
"telephone_2_,_to",object,entity
telephone_handset,entity,entity
"telephone_mobile_,_to",,other
"telephone_mobile_2_,_to",action,action
telephone_toy,object,entity
temple,entity,entity
ten,quantity,attribute
tennis,action,action
terracotta,entity,entity
test,action,action
test_tube,object,entity
"text_mobile_message_,_to",object,entity
text_phone,object,entity
theme_park,place,entity
thermometer,object,entity
thermometer_2,entity,entity
thick,quality,attribute
thigh,body,entity
thin,quality,attribute
thin_2,shape,attribute
"think_,_to",,other
thirsty,emotion,function
thirteen,quantity,attribute
thirty,quantity,attribute
this_month,time,function
this_week,time,function
thousand,quantity,attribute
three,quantity,attribute
three_dots,object,entity
three_quarters,quantity,attribute
three_wise_kings,entity,entity
throat,body,entity
through,,other
"throw_away_,_to",,other
thumb,body,entity
thumbs,action,action
thunder_storm,event,action
"tickle_,_to",,other
"tidy_2_,_to",,other
"tidy_up_,_to",action,action
tie,object,entity
"tie_,_to",,other
"tie_2_,_to",action,action
tiger,entity,entity
"tighten_,_to",,other
tights,entity,entity
time_out,quality,attribute
timer_2,time,function
tin,material,entity
tin_can,entity,entity
tin_foil,material,entity
tinned_apricots,food,entity
tinned_cherries,food,entity
tinned_mushroom_soup,object,entity
tinned_peaches,food,entity
tinned_pears,food,entity
tinned_peas,food,entity
tinned_pineapple,food,entity
tinned_plums,food,entity
tinned_sweetcorn,food,entity
tinned_tomato,food,entity
tinsel,object,entity
tippex,action,action
tissues,object,entity
toad,entity,entity
toast,food,entity
toaster,object,entity
today,time,function
toe_nail,body part,entity
toilet,,other
"toilet_,_go_to_the",object,entity
toilet_roll,object,entity
toilets,place,entity
tomato,food,entity
tomato_juice,drink,entity
tomato_slice,object,entity
tomb_1,entity,entity
tomb_2,entity,entity
tomorrow,time,function
tongs,object,entity
tongue,body part,entity
tooth,body part,entity
toothache,emotion,function
toothbrush,object,entity
toothbrush_electric,object,entity
toothpaste,food,entity
top,entity,entity
top_2,entity,entity
topsoil,,other
torch,object,entity
torch_2,object,entity
torch_3,object,entity
tortoise,entity,entity
"toss_pancake_,_to",action,action
"touch_,_to",,other
touch_screen,action,action
toupee,entity,entity
towel,body,entity
toy_box,object,entity
toy_car,object,entity
toy_soldier,person,entity
toys,entity,entity
"trace_,_to",,other
trachea,body,entity
tracksuit,entity,entity
tractor,object,entity
traffic_lights,object,entity
train,object,entity
trainers,entity,entity
trampoline,entity,entity
"trampoline_,_to",,other
transparent,quality,attribute
"transport_car_,_to",,other
trap,object,entity
trapezium,entity,entity
travel,action,action
tray,object,entity
tree,entity,entity
tree_ornament_chocolate,entity,entity
tree_trunk,object,entity
triangle_acute,shape,attribute
triangle_equilateral,object,entity
triangle_isosceles,abstract,attribute
triangle_obtuse,geometry,attribute
triangle_right-angled,abstract,attribute
triangle_scalene,abstract,attribute
trick_or_treat,action,action
"trim_,_to",,other
"trim_hedge_,_to",,other
tripod,object,entity
trousers,object,entity
trowel,entity,entity
tulip,entity,entity
tuna,entity,entity
turkey,entity,entity
turkey_2,entity,entity
"turn_,_to",,other
"turn_down_heat_,_to",,other
"turn_down_light_,_to",,other
"turn_off_,_to",,other
"turn_off_light_switch_,_to",,other
"turn_on_,_to",,other
"turn_on_light_switch_,_to",,other
"turn_up_heat_,_to",action,action
"turn_up_light_,_to",,other
turnip,food,entity
turtle,entity,entity
tv_drama,entity,entity
twelve,quantity,attribute
twenty,quantity,attribute
twenty_five_percent,quality,attribute
two,quantity,attribute
two_dots,symbol,entity
two_thirds,quantity,attribute
"type_,_to",,other
u_-_lower_case,entity,entity
ugly,quality,attribute
umbrella,,other
"unbuckle_,_to",,other
"unbutton_,_to",,other
"unbutton_2_,_to",action,action
uncle_maternal,entity,entity
uncle_paternal,entity,entity
under_1,object,entity
underarm,body,entity
underarm_hair,,other
underground_sign,object,entity
underground_train,object,entity
"undress_,_to",,other
"unlock_,_to",,other
"untie_,_to",,other
up,action,action
upper_arm,body,entity
usb_stick,object,entity
"use_computer_,_to",,other
v_-_lower_case,action,action
vacuum_cleaner_1,,other
vacuum_cleaner_2,,other
vacuum_cleaner_hand_held,object,entity
vagina,,other
van,entity,entity
varnish,entity,entity
vase,place,entity
vegetables,object,entity
verbs_collective,action,action
vertical_blinds,object,entity
vest,entity,entity
vice,object,entity
video_camera,object,entity
video_player,object,entity
video_tape,object,entity
vine,body,entity
vinegar,object,entity
"visit_,_to",,other
visitor_1a,,other
visitor_1b,person,entity
visor,object,entity
visor_2,entity,entity
volleyball,action,action
"vomit_,_to",,other
"vomit_2_,_to",action,action
"vote_,_to",,other
vulture,animal,entity
w_-_lower_case,entity,entity
wafer,object,entity
"wag_tail_,_to",action,action
"wag_tail_2_,_to",action,action
waistcoat,entity,entity
"wait_,_to",,other
"wait_table_,_to",,other
"wake_up_,_to",,other
"walk_,_to",,other
"walk_dog_,_to",,other
"walk_downstairs_,_to",,other
"walk_up_to_,_to",action,action
"walk_upstairs_,_to",,other
walking_frame,entity,entity
walking_stick,object,entity
walkman,object,entity
wall,place,entity
wallet,object,entity
walnut,food,entity
walrus,entity,entity
"want_,_to",,other
wardrobe,object,entity
warm_clothes,entity,entity
warm_fire,quality,attribute
warning_light,object,entity
"wash_clothes_,_to",action,action
"wash_face_,_to",action,action
"wash_hands_,_to",,other
"wash_up_,_to",,other
"wash_vegetables_,_to",,other
washing_machine,object,entity
washing_powder,object,entity
washing_up_bowl,object,entity
washing_up_liquid,object,entity
wasp,entity,entity
waste_paper_bin,place,entity
watch,entity,entity
"watch_,_to",,other
water,object,entity
water_bottle_hamster,entity,entity
water_bowl,entity,entity
water_pistol,object,entity
"water_plants_,_to",action,action
water_table,object,entity
watering_can,object,entity
watermelon,food,entity
waterproof,quality,attribute
wavy,,other
weak_link,entity,entity
"wear_helmet_,_to",,other
web_address,entity,entity
webbed_foot,emotional aid,attribute
webcam,object,entity
weeds,entity,entity
week,time,function
week_1,time,function
weekend,time,function
"weigh_,_to",,other
"weigh_food_,_to",action,action
"weigh_person_,_to",,other
wellington_boots,entity,entity
west,location,function
wet,quality,attribute
wet_1,quality,attribute
what,action,action
wheelbarrow,,other
wheelchair,object,entity
wheelchair_and_switch_mount,,other
wheelchair_communication_aid,object,entity
wheelie_bin,entity,entity
wheelie_bin_2,object,entity
wheelie_bin_3,object,entity
when,time,function
where,place,entity
where_1,place,entity
which,PRON,function
whisk,entity,entity
"whisk_,_to",,other
whiskers,object,entity
"whisper_,_to",,other
white,quality,attribute
whiteboard,object,entity
who,person,entity
whole,quality,attribute
why,emotion,function
wife,entity,entity
wig_1,entity,entity
wig_2,entity,entity
"wiggle_,_to",,other
window,object,entity
windpipe,body,entity
wine,drink,entity
wing,entity,entity
winner,,other
winter,time,function
"wipe_table_,_to",,other
wire_break,object,entity
wishbone,object,entity
witch,person,entity
witches_hat,entity,entity
wolf,entity,entity
wood,object,entity
wood_lathe,tool,entity
wooden_spoon,object,entity
woodstain,object,entity
wool,material,entity
"work_,_to",,other
"work_2_,_to",,other
work_book,,other
worksheet,object,entity
world,,other
worried_lady,emotion,function
worried_man,emotion,function
"wrap_,_to",,other
wrapping_paper,object,entity
wrench,object,entity
"wrestle_,_to",,other
wrinkled,quality,attribute
wrist,body,entity
"write_,_to",,other
"write_cheque_,_to",action,action
"write_letter_,_to",,other
wrong_thought,emotion,function
x_-_lower_case,symbol,entity
xray,action,action
xylophone,object,entity
y_-_lower_case,entity,entity
"yawn_,_to",,other
yellow,quality,attribute
yesterday,time,function
yo-yo,object,entity
yogurt,food,entity
yorkshire_pudding,food,entity
young,quality,attribute
yucky,emotion,function
yule_log,object,entity
yummy,quality,attribute
z_-_lower_case,entity,entity
zebra,entity,entity
zebra_crossing,object,entity
zip,,other
"zoom_,_to",,other
